,Player,<5Ft FGM,<5 Ft FGA,<5 Ft FG%,5-9 Ft GM,5-9 Ft FGA,5-9 Ft FG%,10-14 Ft FGM,10-14 Ft FGA,10-14 Ft FG%,15-19 Ft FGM,15-19 Ft FGA,15-19 Ft FG%,20-24 Ft FGM,20-24 Ft FGA,20-24 Ft FG%,25-29 Ft FGM,25-29 Ft FGA,25-29 Ft FG%,Year,All_Team,Pos
141,Derek Strong,9.2,16.3,0.562,1.9,4.5,0.415,1.6,4.2,0.38299999999999995,2.4,5.6,0.42,2.8,8.3,0.33399999999999996,0.2,0.7,0.3,1996,0.0,PF
142,Derrick Alston,2.5,3.5,0.7140000000000001,0.0,0.5,0.0,0.5,1.5,0.33299999999999996,1.0,1.0,1.0,1.0,2.5,0.4,0.0,1.0,0.0,1996,0.0,C
143,Derrick Coleman,15.0,27.5,0.5479999999999999,2.8,5.2,0.528,3.0,7.7,0.39,3.9,9.2,0.419,4.1,10.6,0.38299999999999995,1.6,5.4,0.296,1996,0.0,PF
144,Derrick McKey,9.3,17.5,0.534,1.4,4.0,0.351,2.4,6.0,0.397,3.3,8.0,0.411,4.2,10.9,0.386,0.4,1.4,0.273,1996,0.0,SF
145,Detlef Schrempf,10.7,21.3,0.503,2.3,5.3,0.428,2.4,6.4,0.381,4.0,9.6,0.415,5.2,13.8,0.375,0.9,1.9,0.467,1996,0.0,SF
146,Devin Gray,4.3,7.2,0.605,0.3,1.7,0.2,1.8,2.0,0.875,1.2,1.5,0.778,0.8,2.2,0.385,0.0,0.0,0.0,1996,0.0,PF
147,Devin Gray,4.3,7.2,0.605,0.3,1.7,0.2,1.8,2.0,0.875,1.2,1.5,0.778,0.8,2.2,0.385,0.0,0.0,0.0,1996,0.0,PF
148,Devin Gray,4.3,7.2,0.605,0.3,1.7,0.2,1.8,2.0,0.875,1.2,1.5,0.778,0.8,2.2,0.385,0.0,0.0,0.0,1996,0.0,PF
149,Dexter Boney,3.0,4.6,0.649,0.8,2.0,0.375,0.7,3.7,0.182,1.2,1.4,0.857,1.3,3.5,0.381,0.0,0.7,0.0,1996,0.0,SG
150,Dickey Simpkins,2.7,5.5,0.5,0.9,1.6,0.557,0.7,1.7,0.444,0.7,2.2,0.327,1.5,3.8,0.39799999999999996,0.0,0.7,0.0,1996,0.0,PF
151,Dikembe Mutombo,10.4,21.9,0.47600000000000003,2.6,6.1,0.422,3.2,7.8,0.408,4.7,11.1,0.424,4.4,12.2,0.36,0.3,1.2,0.294,1996,1.0,C
152,Dino Radja,14.4,29.8,0.484,2.1,4.3,0.486,2.9,5.8,0.493,3.3,6.7,0.494,4.2,11.4,0.364,0.6,1.4,0.417,1996,0.0,C
153,Dominique Wilkins,12.6,21.1,0.598,1.7,3.6,0.48,2.3,5.2,0.44299999999999995,3.0,8.0,0.382,4.7,11.3,0.41600000000000004,0.4,1.4,0.255,1996,0.0,SF
154,Don MacLean,8.4,15.5,0.5429999999999999,1.6,2.8,0.586,1.9,4.2,0.44799999999999995,1.9,4.5,0.428,2.1,5.6,0.377,0.9,3.0,0.309,1996,0.0,SF
155,Don Reid,2.9,5.4,0.53,0.9,2.2,0.405,1.0,2.6,0.381,1.5,3.2,0.463,1.3,3.7,0.364,0.3,1.0,0.364,1996,0.0,PF
156,Donald Royal,5.6,9.6,0.5820000000000001,1.1,2.3,0.459,1.1,3.1,0.35700000000000004,1.5,3.7,0.413,2.1,5.2,0.39899999999999997,0.2,1.0,0.227,1996,0.0,SF
157,Donald Royal,5.6,9.6,0.5820000000000001,1.1,2.3,0.459,1.1,3.1,0.35700000000000004,1.5,3.7,0.413,2.1,5.2,0.39899999999999997,0.2,1.0,0.227,1996,0.0,SF
158,Donald Royal,5.6,9.6,0.5820000000000001,1.1,2.3,0.459,1.1,3.1,0.35700000000000004,1.5,3.7,0.413,2.1,5.2,0.39899999999999997,0.2,1.0,0.227,1996,0.0,SF
159,Donald Royal,5.6,9.6,0.5820000000000001,1.1,2.3,0.459,1.1,3.1,0.35700000000000004,1.5,3.7,0.413,2.1,5.2,0.39899999999999997,0.2,1.0,0.227,1996,0.0,SF
160,Donald Whiteside,4.1,6.9,0.597,0.8,1.7,0.474,1.0,2.3,0.423,0.6,2.0,0.313,1.1,3.0,0.37799999999999995,0.0,0.5,0.0,1996,0.0,PG
161,Donnie Boyce,2.5,4.5,0.545,0.4,1.1,0.353,0.7,1.7,0.423,1.3,2.5,0.531,1.0,3.2,0.29600000000000004,0.3,0.8,0.4,1996,0.0,SG
162,Donny Marshall,2.8,4.7,0.583,0.9,2.0,0.446,0.8,2.2,0.341,1.1,2.4,0.445,1.5,4.0,0.385,0.3,0.8,0.375,1996,0.0,SF
163,Dontonio Wingfield,3.5,7.2,0.48700000000000004,0.9,2.3,0.378,0.8,2.2,0.355,1.2,3.1,0.385,1.7,4.7,0.368,0.4,1.3,0.286,1996,0.0,SF
164,Donyell Marshall,5.8,10.0,0.5820000000000001,1.2,3.0,0.412,0.9,2.8,0.314,2.6,5.7,0.46,3.1,7.4,0.42200000000000004,0.4,1.1,0.381,1996,0.0,SF
165,Doug Christie,14.5,24.7,0.589,2.9,6.9,0.42,3.0,7.4,0.39799999999999996,3.3,8.0,0.409,5.0,13.6,0.364,0.6,1.7,0.376,1996,0.0,SG
166,Doug Overton,4.0,7.7,0.523,0.7,1.6,0.461,1.1,2.4,0.434,1.0,2.8,0.349,1.3,3.2,0.38799999999999996,0.7,2.8,0.261,1996,0.0,PG
167,Doug West,9.7,18.2,0.532,2.5,5.3,0.483,1.7,4.7,0.363,3.1,7.6,0.41,3.9,9.6,0.402,0.3,0.7,0.48,1996,0.0,SG
168,Duane Causwell,4.3,7.2,0.59,1.3,3.1,0.405,1.3,3.1,0.423,1.4,3.2,0.452,1.5,3.9,0.382,0.2,0.8,0.182,1996,0.0,C
169,Duane Ferrell,5.4,10.0,0.5379999999999999,1.1,2.8,0.386,1.2,3.0,0.397,2.5,5.7,0.433,2.5,6.5,0.381,0.3,0.9,0.267,1996,0.0,SF
170,Dwayne Schintzius,2.0,4.4,0.455,1.2,1.5,0.75,0.5,1.3,0.35700000000000004,1.0,2.9,0.343,1.1,1.9,0.556,0.2,0.8,0.25,1996,0.0,C
171,Earl Cureton,2.6,4.3,0.59,0.2,1.0,0.167,0.3,1.5,0.222,0.3,2.2,0.154,0.8,2.4,0.33299999999999996,0.4,0.8,0.5,1996,0.0,PF
172,Ed O'Bannon,4.3,7.6,0.564,0.9,2.1,0.447,0.9,2.2,0.402,1.7,3.8,0.435,1.7,4.4,0.395,0.3,0.8,0.345,1996,0.0,SF
173,Ed O'Bannon,4.3,7.6,0.564,0.9,2.1,0.447,0.9,2.2,0.402,1.7,3.8,0.435,1.7,4.4,0.395,0.3,0.8,0.345,1996,0.0,SF
174,Ed O'Bannon,4.3,7.6,0.564,0.9,2.1,0.447,0.9,2.2,0.402,1.7,3.8,0.435,1.7,4.4,0.395,0.3,0.8,0.345,1996,0.0,SF
175,Ed Pinckney,3.1,5.1,0.597,1.1,3.1,0.365,0.9,2.4,0.381,1.0,1.7,0.556,1.3,3.0,0.436,0.3,0.8,0.364,1996,0.0,PF
176,Eddie Johnson,5.7,10.7,0.536,1.5,3.3,0.439,1.5,3.4,0.44299999999999995,2.0,5.6,0.358,2.3,7.5,0.31,0.4,1.0,0.37,1996,0.0,SF
177,Eddie Johnson,5.7,10.7,0.536,1.5,3.3,0.439,1.5,3.4,0.44299999999999995,2.0,5.6,0.358,2.3,7.5,0.31,0.4,1.0,0.37,1996,0.0,SF
178,Eddie Johnson,5.7,10.7,0.536,1.5,3.3,0.439,1.5,3.4,0.44299999999999995,2.0,5.6,0.358,2.3,7.5,0.31,0.4,1.0,0.37,1996,0.0,SF
179,Eddie Jones,12.6,23.8,0.529,2.7,7.2,0.382,3.3,8.4,0.397,3.8,9.1,0.414,4.7,12.3,0.382,0.4,1.5,0.274,1996,0.0,SG
180,Elden Campbell,10.8,20.5,0.523,2.6,6.4,0.404,2.9,7.4,0.389,3.5,8.6,0.408,4.2,10.9,0.384,0.5,1.4,0.329,1996,0.0,PF
181,Eldridge Recasner,5.9,11.2,0.528,1.3,2.9,0.442,1.6,3.5,0.446,1.8,4.5,0.403,2.1,5.9,0.35,0.4,0.9,0.4,1996,0.0,SG
182,Elliot Perry,7.7,12.7,0.609,1.4,3.3,0.424,1.7,4.3,0.405,1.9,4.6,0.407,1.5,4.3,0.345,0.4,1.7,0.256,1996,0.0,PG
183,Elmer Bennett,3.1,6.2,0.5,0.9,1.8,0.5,1.3,2.2,0.615,1.3,3.6,0.345,1.3,3.3,0.4,0.0,0.0,0.0,1996,0.0,PG
184,Elmer Bennett,3.1,6.2,0.5,0.9,1.8,0.5,1.3,2.2,0.615,1.3,3.6,0.345,1.3,3.3,0.4,0.0,0.0,0.0,1996,0.0,PG
185,Elmer Bennett,3.1,6.2,0.5,0.9,1.8,0.5,1.3,2.2,0.615,1.3,3.6,0.345,1.3,3.3,0.4,0.0,0.0,0.0,1996,0.0,PG
186,Elmore Spencer,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1996,0.0,C
187,Emanual Davis,4.7,9.7,0.484,1.6,4.1,0.4,0.7,2.2,0.31,2.8,7.1,0.402,2.5,6.4,0.39799999999999996,0.5,1.4,0.364,1996,0.0,PG
188,Ennis Whatley,3.0,4.7,0.643,0.5,2.0,0.25,0.3,1.3,0.25,1.3,1.7,0.8,1.0,3.3,0.3,0.0,1.0,0.0,1996,0.0,PG
189,Eric Leckner,1.7,3.8,0.45299999999999996,0.7,1.3,0.579,0.4,1.6,0.25,1.2,2.5,0.458,0.8,1.8,0.455,0.2,0.6,0.333,1996,0.0,C
190,Eric Leckner,1.7,3.8,0.45299999999999996,0.7,1.3,0.579,0.4,1.6,0.25,1.2,2.5,0.458,0.8,1.8,0.455,0.2,0.6,0.333,1996,0.0,C
191,Eric Leckner,1.7,3.8,0.45299999999999996,0.7,1.3,0.579,0.4,1.6,0.25,1.2,2.5,0.458,0.8,1.8,0.455,0.2,0.6,0.333,1996,0.0,C
192,Eric Mobley,4.4,8.0,0.547,0.7,1.7,0.436,1.1,2.2,0.5,1.2,3.4,0.348,1.4,3.8,0.379,0.4,1.6,0.227,1996,0.0,C
193,Eric Montross,8.3,14.3,0.578,1.3,4.0,0.327,1.7,4.8,0.358,3.0,7.3,0.406,3.8,9.3,0.406,0.6,1.6,0.37,1996,0.0,C
194,Eric Montross,8.3,14.3,0.578,1.3,4.0,0.327,1.7,4.8,0.358,3.0,7.3,0.406,3.8,9.3,0.406,0.6,1.6,0.37,1996,0.0,C
195,Eric Montross,8.3,14.3,0.578,1.3,4.0,0.327,1.7,4.8,0.358,3.0,7.3,0.406,3.8,9.3,0.406,0.6,1.6,0.37,1996,0.0,C
196,Eric Murdock,2.8,5.8,0.47100000000000003,0.9,1.9,0.471,0.6,1.6,0.375,1.3,3.6,0.35,1.2,3.0,0.39399999999999996,0.2,0.6,0.4,1996,0.0,PG
197,Eric Piatkowski,4.4,8.0,0.545,0.9,2.2,0.398,0.7,1.8,0.418,1.0,2.6,0.373,1.4,4.1,0.35,0.1,0.7,0.174,1996,0.0,SG
198,Eric Snow,3.8,7.3,0.518,0.9,1.9,0.49,1.0,2.3,0.426,1.3,3.2,0.401,1.8,4.5,0.4,0.4,0.9,0.5,1996,0.0,PG
199,Eric Williams,16.6,30.4,0.545,1.9,3.6,0.542,2.4,4.6,0.52,3.1,6.4,0.488,4.8,11.2,0.424,0.4,1.0,0.367,1996,0.0,SG
200,Erick Dampier,4.5,8.3,0.539,0.6,2.3,0.269,1.2,2.9,0.40299999999999997,2.1,4.7,0.437,2.1,5.5,0.381,0.5,1.4,0.357,1996,0.0,C
201,Erick Strickland,8.2,13.9,0.59,2.3,5.4,0.428,1.9,5.2,0.371,3.1,8.1,0.377,4.4,10.7,0.41,0.0,0.7,0.0,1996,0.0,SG
202,Ervin Johnson,11.7,22.1,0.531,3.0,6.5,0.451,2.5,6.1,0.413,4.9,11.8,0.416,4.1,9.6,0.431,0.5,1.4,0.383,1996,0.0,C
203,Evric Gray,2.0,4.2,0.47600000000000003,0.8,1.3,0.6,1.0,1.3,0.8,1.4,3.6,0.389,1.2,4.4,0.273,0.0,0.5,0.0,1996,0.0,SF
204,Felton Spencer,7.5,12.5,0.604,1.7,3.7,0.463,1.3,3.7,0.363,3.1,7.0,0.44,3.3,8.2,0.402,0.3,0.8,0.333,1996,0.0,C
205,Felton Spencer,7.5,12.5,0.604,1.7,3.7,0.463,1.3,3.7,0.363,3.1,7.0,0.44,3.3,8.2,0.402,0.3,0.8,0.333,1996,0.0,C
206,Felton Spencer,7.5,12.5,0.604,1.7,3.7,0.463,1.3,3.7,0.363,3.1,7.0,0.44,3.3,8.2,0.402,0.3,0.8,0.333,1996,0.0,C
207,Frank Brickowski,6.0,12.5,0.48100000000000004,0.8,1.3,0.611,1.4,2.9,0.488,1.9,3.2,0.608,2.4,5.6,0.42100000000000004,0.1,0.9,0.111,1996,0.0,PF
208,Frankie King,4.3,8.3,0.517,0.2,1.0,0.2,0.5,1.8,0.28600000000000003,1.2,2.8,0.412,1.3,2.4,0.529,0.6,1.2,0.5,1996,0.0,SG
209,Fred Hoiberg,3.6,6.8,0.528,0.6,1.9,0.307,1.1,2.8,0.38299999999999995,1.4,3.6,0.377,2.4,5.1,0.469,0.3,0.8,0.313,1996,0.0,SG
210,Fred Roberts,1.2,1.9,0.609,0.3,1.0,0.25,0.6,1.3,0.43799999999999994,0.1,1.0,0.125,0.6,1.7,0.353,1.0,1.5,0.667,1996,0.0,PF
211,Gary Grant,3.7,6.6,0.5539999999999999,1.3,3.1,0.42,0.6,3.0,0.20600000000000002,1.0,2.6,0.392,1.3,3.1,0.402,0.5,1.4,0.4,1996,0.0,PG
212,Gary Payton,11.6,22.5,0.516,2.3,5.6,0.401,2.4,6.2,0.386,3.9,9.8,0.404,6.2,16.4,0.381,0.8,1.8,0.457,1996,1.0,PG
213,Gary Trent,8.0,14.9,0.54,1.9,4.7,0.414,1.8,4.6,0.402,2.1,5.3,0.392,3.0,8.1,0.365,0.4,1.3,0.306,1996,0.0,PF
214,Gaylon Nickerson,4.5,6.5,0.6920000000000001,0.3,1.5,0.167,0.3,1.3,0.25,0.5,2.8,0.182,1.5,4.5,0.33299999999999996,0.0,2.0,0.0,1996,0.0,SG
215,Gaylon Nickerson,4.5,6.5,0.6920000000000001,0.3,1.5,0.167,0.3,1.3,0.25,0.5,2.8,0.182,1.5,4.5,0.33299999999999996,0.0,2.0,0.0,1996,0.0,SG
216,Gaylon Nickerson,4.5,6.5,0.6920000000000001,0.3,1.5,0.167,0.3,1.3,0.25,0.5,2.8,0.182,1.5,4.5,0.33299999999999996,0.0,2.0,0.0,1996,0.0,SG
217,George Lynch,10.1,17.3,0.585,1.5,3.2,0.458,1.6,3.8,0.42200000000000004,3.0,7.9,0.378,3.0,8.4,0.353,0.5,1.7,0.296,1996,0.0,SF
218,George McCloud,8.0,14.1,0.564,1.5,3.8,0.398,1.9,4.8,0.39,2.9,6.9,0.416,3.5,8.5,0.406,0.3,0.8,0.333,1996,0.0,SF
219,George McCloud,8.0,14.1,0.564,1.5,3.8,0.398,1.9,4.8,0.39,2.9,6.9,0.416,3.5,8.5,0.406,0.3,0.8,0.333,1996,0.0,SF
220,George McCloud,8.0,14.1,0.564,1.5,3.8,0.398,1.9,4.8,0.39,2.9,6.9,0.416,3.5,8.5,0.406,0.3,0.8,0.333,1996,0.0,SF
221,George Zidek,3.6,6.9,0.517,0.7,1.4,0.5,0.8,1.2,0.636,1.1,1.9,0.581,1.4,2.8,0.49200000000000005,0.1,0.7,0.143,1996,0.0,C
222,George Zidek,3.6,6.9,0.517,0.7,1.4,0.5,0.8,1.2,0.636,1.1,1.9,0.581,1.4,2.8,0.49200000000000005,0.1,0.7,0.143,1996,0.0,C
223,George Zidek,3.6,6.9,0.517,0.7,1.4,0.5,0.8,1.2,0.636,1.1,1.9,0.581,1.4,2.8,0.49200000000000005,0.1,0.7,0.143,1996,0.0,C
224,Gerald Wilkins,10.5,18.2,0.5770000000000001,2.0,4.9,0.4,2.2,5.2,0.424,2.8,6.4,0.435,3.5,9.2,0.385,0.2,0.9,0.225,1996,0.0,SG
225,Gheorghe Muresan,7.8,14.4,0.54,1.5,3.8,0.404,2.7,6.8,0.4,3.8,9.0,0.418,3.2,7.3,0.435,0.5,1.4,0.333,1996,0.0,C
226,Glen Rice,15.6,35.3,0.444,2.6,5.2,0.499,3.3,6.9,0.47600000000000003,5.2,10.4,0.498,5.9,13.2,0.451,0.5,1.7,0.318,1996,0.0,SF
227,Glenn Robinson,15.5,26.1,0.595,2.7,6.9,0.392,3.7,9.3,0.392,4.1,9.9,0.414,3.3,8.6,0.382,0.8,2.6,0.307,1996,0.0,SF
228,Grant Hill,11.0,19.6,0.56,2.3,5.9,0.39,3.8,9.3,0.405,5.2,12.6,0.414,4.9,12.6,0.385,0.6,1.9,0.321,1996,0.0,SF
229,Grant Long,4.4,8.3,0.532,0.9,2.2,0.408,1.7,4.1,0.42100000000000004,2.8,6.1,0.45,2.6,6.5,0.402,0.6,1.3,0.442,1996,0.0,PF
230,Greg Anderson,7.8,13.6,0.57,1.4,2.9,0.462,1.4,3.6,0.385,2.2,5.2,0.423,2.8,7.3,0.389,0.5,1.4,0.324,1996,0.0,C
231,Greg Anthony,11.3,20.1,0.56,1.9,4.2,0.446,1.9,4.7,0.40700000000000003,3.4,8.3,0.408,3.7,9.5,0.38799999999999996,0.8,2.0,0.393,1996,0.0,PG
232,Greg Dreiling,3.3,4.9,0.665,1.1,2.5,0.464,0.9,2.4,0.379,0.9,2.4,0.374,1.2,3.2,0.363,0.3,0.7,0.429,1996,0.0,C
233,Greg Foster,3.4,6.4,0.5379999999999999,1.1,2.1,0.533,0.8,1.9,0.397,1.4,3.4,0.405,1.7,4.8,0.35,0.2,0.9,0.25,1996,0.0,C
234,Greg Graham,2.7,5.1,0.535,0.4,0.9,0.389,1.1,1.9,0.545,1.1,2.3,0.457,1.0,3.1,0.33299999999999996,0.3,0.8,0.333,1996,0.0,SG
235,Greg Minor,10.3,20.8,0.49700000000000005,1.5,3.5,0.421,1.7,3.7,0.447,2.3,4.8,0.485,2.4,6.5,0.373,0.4,0.7,0.6,1996,0.0,SF
236,Greg Ostertag,5.9,12.3,0.485,1.7,3.8,0.44,1.5,4.2,0.354,2.5,6.8,0.366,4.0,9.7,0.41,0.4,1.0,0.447,1996,0.0,C
237,Hakeem Olajuwon,11.1,21.3,0.521,2.9,6.9,0.428,2.8,6.7,0.41600000000000004,4.8,12.3,0.394,5.4,15.0,0.363,0.4,1.1,0.395,1996,2.0,C
238,Harvey Grant,7.4,14.0,0.525,1.3,3.1,0.43,1.6,4.1,0.397,2.4,5.7,0.423,2.3,6.3,0.369,0.4,1.4,0.263,1996,0.0,PF
239,Haywoode Workman,9.0,15.5,0.581,1.0,2.3,0.444,1.5,4.3,0.353,2.0,3.5,0.571,3.0,6.5,0.462,0.0,1.0,0.0,1996,0.0,PG
240,Henry James,6.2,12.1,0.51,1.5,2.9,0.532,1.4,3.9,0.369,2.4,5.3,0.462,2.4,5.7,0.426,0.2,0.8,0.273,1996,0.0,PF
241,Herb Williams,3.0,5.6,0.542,0.4,1.5,0.28,0.6,1.8,0.344,0.7,2.4,0.279,1.5,3.1,0.46799999999999997,1.2,2.4,0.5,1996,0.0,PF
242,Hersey Hawkins,10.1,19.6,0.513,2.0,4.9,0.411,2.1,5.3,0.386,3.5,8.6,0.409,5.3,14.1,0.37200000000000005,0.9,1.7,0.537,1996,0.0,SG
243,Horace Grant,13.5,24.0,0.564,2.8,6.9,0.408,2.6,6.7,0.384,3.8,8.9,0.424,4.8,13.0,0.37,0.1,1.2,0.098,1996,0.0,PF
244,Hot Rod Williams,11.3,20.5,0.5529999999999999,2.9,6.8,0.423,2.8,6.5,0.431,3.9,9.4,0.417,4.9,12.2,0.39799999999999996,0.3,0.9,0.292,1996,0.0,C
245,Howard Eisley,3.6,7.1,0.5,0.8,2.0,0.422,0.9,2.2,0.406,1.3,3.6,0.374,2.1,5.7,0.369,0.2,0.7,0.292,1996,0.0,PG
246,Hubert Davis,6.9,12.4,0.557,1.5,3.2,0.461,1.0,3.1,0.324,0.9,2.8,0.333,2.2,6.2,0.35600000000000004,0.2,0.6,0.273,1996,0.0,SG
247,Isaiah Rider,11.7,21.7,0.539,2.9,6.6,0.433,2.6,6.7,0.389,3.0,7.7,0.394,4.3,11.5,0.375,0.3,1.1,0.294,1996,0.0,SG
248,Ivano Newbill,3.8,7.2,0.529,0.9,2.0,0.466,0.9,2.2,0.426,1.3,3.3,0.403,1.8,4.3,0.41200000000000003,0.3,0.9,0.273,1996,0.0,PF
249,Jack Haley,1.4,2.3,0.6,0.5,0.9,0.5,0.5,0.7,0.7,0.3,1.2,0.278,0.8,1.9,0.41200000000000003,0.2,0.7,0.25,1996,0.0,C
250,Jalen Rose,5.3,10.2,0.52,0.9,2.5,0.353,1.5,3.7,0.39799999999999996,2.3,5.2,0.439,2.5,6.4,0.387,0.4,1.2,0.306,1996,0.0,SF
251,Jamal Mashburn,9.2,16.4,0.563,2.8,7.5,0.371,2.7,7.4,0.37,3.5,8.3,0.423,3.7,9.6,0.38799999999999996,0.7,1.5,0.45,1996,0.0,SF
252,Jamal Mashburn,9.2,16.4,0.563,2.8,7.5,0.371,2.7,7.4,0.37,3.5,8.3,0.423,3.7,9.6,0.38799999999999996,0.7,1.5,0.45,1996,0.0,SF
253,Jamal Mashburn,9.2,16.4,0.563,2.8,7.5,0.371,2.7,7.4,0.37,3.5,8.3,0.423,3.7,9.6,0.38799999999999996,0.7,1.5,0.45,1996,0.0,SF
254,James Robinson,7.5,13.2,0.569,1.5,4.0,0.383,1.3,3.6,0.368,1.8,4.6,0.392,2.5,6.6,0.38299999999999995,0.3,1.4,0.205,1996,0.0,PG
255,James Scott,1.5,3.4,0.444,0.3,1.0,0.333,0.7,1.3,0.5,1.0,2.0,0.5,0.6,1.1,0.556,0.0,0.5,0.0,1996,0.0,SF
256,Jamie Feick,5.8,9.9,0.581,1.1,2.3,0.463,0.8,2.4,0.33,1.4,4.3,0.34,3.2,6.7,0.47,0.4,0.9,0.462,1996,0.0,PF-C
257,Jamie Feick,5.8,9.9,0.581,1.1,2.3,0.463,0.8,2.4,0.33,1.4,4.3,0.34,3.2,6.7,0.47,0.4,0.9,0.462,1996,0.0,C
258,Jamie Feick,5.8,9.9,0.581,1.1,2.3,0.463,0.8,2.4,0.33,1.4,4.3,0.34,3.2,6.7,0.47,0.4,0.9,0.462,1996,0.0,PF
259,Jamie Watson,4.7,8.4,0.56,1.1,2.3,0.477,1.2,3.1,0.391,2.0,5.0,0.404,1.8,5.9,0.309,0.4,1.0,0.4,1996,0.0,SF
260,Jamie Watson,4.7,8.4,0.56,1.1,2.3,0.477,1.2,3.1,0.391,2.0,5.0,0.404,1.8,5.9,0.309,0.4,1.0,0.4,1996,0.0,SF
261,Jamie Watson,4.7,8.4,0.56,1.1,2.3,0.477,1.2,3.1,0.391,2.0,5.0,0.404,1.8,5.9,0.309,0.4,1.0,0.4,1996,0.0,SF
262,Jaren Jackson,5.3,10.0,0.535,1.1,2.6,0.4,1.2,2.9,0.42,1.6,3.9,0.422,1.5,4.5,0.344,0.4,1.2,0.311,1996,0.0,SG
263,Jason Caffey,5.9,11.2,0.529,1.6,3.3,0.498,1.8,4.3,0.41700000000000004,2.6,6.4,0.41,2.5,6.8,0.37,0.2,1.0,0.219,1996,0.0,PF
264,Jason Kidd,13.0,23.0,0.5660000000000001,3.3,8.2,0.406,2.9,7.0,0.40700000000000003,3.9,9.7,0.403,5.5,13.5,0.40399999999999997,0.3,0.7,0.375,1996,0.0,PG
265,Jason Kidd,13.0,23.0,0.5660000000000001,3.3,8.2,0.406,2.9,7.0,0.40700000000000003,3.9,9.7,0.403,5.5,13.5,0.40399999999999997,0.3,0.7,0.375,1996,0.0,PG
266,Jason Kidd,13.0,23.0,0.5660000000000001,3.3,8.2,0.406,2.9,7.0,0.40700000000000003,3.9,9.7,0.403,5.5,13.5,0.40399999999999997,0.3,0.7,0.375,1996,0.0,PG
267,Jason Sasser,3.1,7.1,0.439,0.2,1.0,0.167,1.4,2.0,0.7,1.3,1.9,0.692,1.1,2.4,0.474,0.0,2.0,0.0,1996,0.0,SF
268,Jason Sasser,3.1,7.1,0.439,0.2,1.0,0.167,1.4,2.0,0.7,1.3,1.9,0.692,1.1,2.4,0.474,0.0,2.0,0.0,1996,0.0,SF
269,Jason Sasser,3.1,7.1,0.439,0.2,1.0,0.167,1.4,2.0,0.7,1.3,1.9,0.692,1.1,2.4,0.474,0.0,2.0,0.0,1996,0.0,SF
270,Jayson Williams,14.3,25.9,0.5529999999999999,2.2,5.2,0.411,2.5,6.2,0.40700000000000003,4.4,10.7,0.411,4.0,10.1,0.395,0.8,2.1,0.387,1996,0.0,PF
271,Jeff Grayer,4.7,8.2,0.568,1.0,2.2,0.429,1.2,2.9,0.41700000000000004,1.5,3.8,0.38,1.9,5.2,0.361,0.2,1.0,0.167,1996,0.0,SG
272,Jeff Hornacek,8.9,17.0,0.524,2.2,4.9,0.453,2.0,5.2,0.384,3.2,8.6,0.377,4.8,12.4,0.389,0.3,1.1,0.293,1996,0.0,SG
273,Jeff McInnis,3.5,5.5,0.648,0.7,2.0,0.35,0.9,2.3,0.40700000000000003,1.3,3.6,0.372,1.2,2.6,0.441,0.6,0.8,0.75,1996,0.0,PG
274,Jermaine O'Neal,3.5,7.4,0.47700000000000004,0.9,2.1,0.407,0.8,2.1,0.38299999999999995,1.3,2.9,0.449,1.2,3.6,0.336,0.4,1.1,0.4,1996,0.0,PF
275,Jerome Allen,4.1,7.7,0.5329999999999999,0.9,2.3,0.401,1.1,2.6,0.436,1.8,4.0,0.444,2.0,5.0,0.39799999999999996,0.4,0.9,0.414,1996,0.0,SG
276,Jerome Allen,4.1,7.7,0.5329999999999999,0.9,2.3,0.401,1.1,2.6,0.436,1.8,4.0,0.444,2.0,5.0,0.39799999999999996,0.4,0.9,0.414,1996,0.0,SG
277,Jerome Allen,4.1,7.7,0.5329999999999999,0.9,2.3,0.401,1.1,2.6,0.436,1.8,4.0,0.444,2.0,5.0,0.39799999999999996,0.4,0.9,0.414,1996,0.0,SG
278,Jerome Kersey,8.0,15.0,0.532,1.9,5.1,0.365,2.2,5.3,0.41600000000000004,2.6,6.1,0.428,2.9,8.1,0.36,0.3,1.1,0.315,1996,0.0,SF
279,Jerome Williams,1.3,2.6,0.494,0.3,0.8,0.4,0.5,1.3,0.387,1.2,2.4,0.491,1.1,3.3,0.341,0.3,1.2,0.25,1996,0.0,PF
280,Jerry Stackhouse,17.2,31.3,0.5489999999999999,2.7,5.5,0.499,3.4,8.5,0.39899999999999997,4.1,9.9,0.421,4.4,11.0,0.402,1.7,5.5,0.309,1996,0.0,SG
281,Jim Jackson,13.1,22.9,0.573,2.3,5.8,0.4,2.7,6.9,0.39399999999999996,4.7,11.4,0.416,5.5,13.8,0.39799999999999996,0.8,1.7,0.45,1996,0.0,SG-SF
282,Jim Jackson,13.1,22.9,0.573,2.3,5.8,0.4,2.7,6.9,0.39399999999999996,4.7,11.4,0.416,5.5,13.8,0.39799999999999996,0.8,1.7,0.45,1996,0.0,SG
283,Jim Jackson,13.1,22.9,0.573,2.3,5.8,0.4,2.7,6.9,0.39399999999999996,4.7,11.4,0.416,5.5,13.8,0.39799999999999996,0.8,1.7,0.45,1996,0.0,SF
